id,gender,age,income,marital,education,min_offer
6529,M,51,39000.0,divorced,tertiary education,0
6530,M,49,44000.0,single,upper secondary and post-secondary non-tertiary,0
6531,M,37,66000.0,single,upper secondary and post-secondary non-tertiary,5
6532,M,41,83000.0,married,tertiary education,0
6533,M,69,60000.0,married,tertiary education,113
6534,M,85,50000.0,married,tertiary education,90
6535,M,40,99000.0,divorced,tertiary education,177
6536,M,54,120000.0,married,tertiary education,211
6537,F,48,56000.0,married,upper secondary and post-secondary non-tertiary,93
6538,F,86,76000.0,married,upper secondary and post-secondary non-tertiary,175
6539,F,88,53000.0,married,tertiary education,62
6540,M,28,68000.0,single,upper secondary and post-secondary non-tertiary,95
6541,M,69,70000.0,married,tertiary education,54
6542,M,56,97000.0,single,upper secondary and post-secondary non-tertiary,168
6543,M,61,70000.0,married,tertiary education,0
6544,F,53,87000.0,married,upper secondary and post-secondary non-tertiary,151
6545,M,30,48000.0,single,below upper secondary,85
6546,F,78,81000.0,married,tertiary education,227
6547,F,82,94000.0,married,tertiary education,0
6548,F,54,61000.0,divorced,tertiary education,72
6549,M,94,51000.0,married,tertiary education,41
6550,F,94,73000.0,married,tertiary education,0
6551,F,35,50000.0,single,tertiary education,112
6552,M,58,93000.0,married,tertiary education,134
6553,F,61,113000.0,married,tertiary education,197
6554,M,32,50000.0,single,below upper secondary,0
6555,M,70,96000.0,married,tertiary education,0
6556,M,76,50000.0,married,tertiary education,23
6557,M,82,31000.0,married,upper secondary and post-secondary non-tertiary,16
6558,F,67,103000.0,married,tertiary education,0
6559,M,47,64000.0,single,below upper secondary,13
6560,F,53,104000.0,married,tertiary education,86
6561,M,40,39000.0,married,tertiary education,23
6562,M,59,78000.0,married,tertiary education,100
6563,F,76,71000.0,single,upper secondary and post-secondary non-tertiary,46
6564,M,34,38000.0,single,upper secondary and post-secondary non-tertiary,0
6565,F,43,90000.0,married,tertiary education,81
6566,F,86,109000.0,married,tertiary education,149
6567,M,69,35000.0,single,upper secondary and post-secondary non-tertiary,21
6568,M,75,75000.0,single,upper secondary and post-secondary non-tertiary,86
6569,F,67,110000.0,divorced,tertiary education,433
6570,M,71,75000.0,married,tertiary education,197
6571,M,20,51000.0,single,tertiary education,33
6572,M,59,93000.0,single,below upper secondary,0
6573,M,21,54000.0,single,tertiary education,61
6574,M,27,62000.0,married,tertiary education,53
6575,F,54,120000.0,widowed,tertiary education,88
6576,M,59,99000.0,divorced,tertiary education,179
6577,M,74,82000.0,single,upper secondary and post-secondary non-tertiary,88
6578,F,57,46000.0,divorced,tertiary education,73
6579,M,58,44000.0,single,upper secondary and post-secondary non-tertiary,50
6580,M,62,52000.0,separated,tertiary education,193
6581,M,47,39000.0,single,below upper secondary,0
6582,M,19,47000.0,married,tertiary education,118
6583,M,57,65000.0,married,upper secondary and post-secondary non-tertiary,0
6584,M,34,61000.0,married,tertiary education,116
6585,M,20,73000.0,single,tertiary education,0
6586,F,41,61000.0,married,tertiary education,72
6587,M,19,33000.0,married,tertiary education,94
6588,F,57,93000.0,married,upper secondary and post-secondary non-tertiary,130
6589,M,69,73000.0,married,tertiary education,138
6590,M,49,79000.0,married,upper secondary and post-secondary non-tertiary,176
6591,M,36,63000.0,single,below upper secondary,61
6592,F,52,89000.0,married,tertiary education,22
6593,M,43,72000.0,divorced,tertiary education,82
6594,M,19,58000.0,married,tertiary education,83
6595,F,47,59000.0,divorced,tertiary education,81
6596,M,40,66000.0,married,upper secondary and post-secondary non-tertiary,168
6597,M,36,75000.0,married,tertiary education,20
6598,F,71,114000.0,married,tertiary education,225
6599,F,38,99000.0,single,below upper secondary,0
6600,M,36,91000.0,married,tertiary education,282
6601,M,72,37000.0,married,upper secondary and post-secondary non-tertiary,45
6602,M,65,30000.0,married,upper secondary and post-secondary non-tertiary,0
6603,M,49,48000.0,divorced,tertiary education,34
6604,F,47,52000.0,married,tertiary education,13
6605,F,75,97000.0,single,upper secondary and post-secondary non-tertiary,0
6606,F,55,63000.0,divorced,tertiary education,0
6607,F,63,84000.0,separated,tertiary education,165
6608,F,54,106000.0,divorced,tertiary education,0
6609,F,42,72000.0,single,upper secondary and post-secondary non-tertiary,120
6610,F,67,70000.0,separated,tertiary education,124
6611,F,62,74000.0,single,upper secondary and post-secondary non-tertiary,142
6612,F,60,58000.0,single,below upper secondary,71
6613,M,74,46000.0,divorced,tertiary education,2
6614,M,65,58000.0,married,upper secondary and post-secondary non-tertiary,0
6615,M,60,57000.0,married,upper secondary and post-secondary non-tertiary,57
6616,F,70,47000.0,married,tertiary education,107
6617,F,72,109000.0,married,tertiary education,200
6618,M,50,76000.0,married,tertiary education,0
6619,M,54,85000.0,divorced,tertiary education,0
6620,M,66,92000.0,single,below upper secondary,86
6621,F,62,45000.0,single,upper secondary and post-secondary non-tertiary,63
6622,M,20,53000.0,single,tertiary education,91
6623,M,52,92000.0,divorced,tertiary education,77
6624,F,95,66000.0,married,upper secondary and post-secondary non-tertiary,58
6625,M,73,49000.0,single,below upper secondary,0
6626,M,21,71000.0,single,upper secondary and post-secondary non-tertiary,191
6627,M,90,55000.0,single,upper secondary and post-secondary non-tertiary,49
6628,M,63,96000.0,married,tertiary education,200
6629,M,29,30000.0,single,below upper secondary,24
6630,M,66,91000.0,married,upper secondary and post-secondary non-tertiary,137
6631,M,59,72000.0,single,upper secondary and post-secondary non-tertiary,86
6632,M,33,64000.0,single,upper secondary and post-secondary non-tertiary,114
6633,M,60,57000.0,divorced,tertiary education,23
6634,F,79,77000.0,married,tertiary education,91
6635,F,50,86000.0,married,tertiary education,64
6636,M,28,35000.0,single,upper secondary and post-secondary non-tertiary,24
6637,M,67,39000.0,single,below upper secondary,81
6638,M,52,46000.0,married,upper secondary and post-secondary non-tertiary,66
6639,M,61,44000.0,single,below upper secondary,0
6640,M,28,62000.0,single,below upper secondary,53
6641,M,86,56000.0,single,below upper secondary,34
6642,F,40,51000.0,married,tertiary education,56
6643,M,64,118000.0,single,upper secondary and post-secondary non-tertiary,0
6644,M,64,107000.0,married,upper secondary and post-secondary non-tertiary,211
6645,M,63,51000.0,married,tertiary education,59
6646,M,19,54000.0,single,below upper secondary,0
6647,M,41,32000.0,married,tertiary education,14
6648,M,51,79000.0,separated,tertiary education,271
6649,F,62,99000.0,married,tertiary education,299
6650,M,47,65000.0,separated,tertiary education,85
6651,M,54,99000.0,single,below upper secondary,202
6652,M,54,63000.0,single,below upper secondary,151
6653,F,69,92000.0,married,tertiary education,0
6654,M,55,83000.0,married,tertiary education,139
6655,F,29,59000.0,married,tertiary education,46
6656,M,49,57000.0,married,upper secondary and post-secondary non-tertiary,59
6657,M,72,64000.0,single,below upper secondary,40
6658,F,58,70000.0,married,tertiary education,0
6659,F,56,53000.0,single,upper secondary and post-secondary non-tertiary,54
6660,M,36,73000.0,separated,tertiary education,0
6661,M,51,70000.0,single,upper secondary and post-secondary non-tertiary,27
6662,F,47,58000.0,married,tertiary education,125
6663,F,69,114000.0,divorced,tertiary education,203
6664,M,69,58000.0,married,upper secondary and post-secondary non-tertiary,27
6665,M,53,68000.0,married,tertiary education,161
6666,M,49,74000.0,single,upper secondary and post-secondary non-tertiary,29
6667,M,50,73000.0,divorced,tertiary education,6
6668,M,33,63000.0,married,tertiary education,206
6669,F,61,72000.0,divorced,tertiary education,121
6670,F,56,71000.0,married,tertiary education,118
6671,F,64,66000.0,divorced,tertiary education,124
6672,F,47,60000.0,married,upper secondary and post-secondary non-tertiary,92
6673,M,26,50000.0,single,upper secondary and post-secondary non-tertiary,13
6674,F,47,54000.0,widowed,tertiary education,16
6675,F,77,90000.0,married,upper secondary and post-secondary non-tertiary,120
6676,M,52,54000.0,married,tertiary education,80
6677,M,23,49000.0,single,tertiary education,94
6678,M,55,57000.0,single,below upper secondary,50
6679,F,37,72000.0,single,upper secondary and post-secondary non-tertiary,205
6680,F,81,108000.0,married,tertiary education,0
6681,M,51,72000.0,married,upper secondary and post-secondary non-tertiary,210
6682,F,54,97000.0,divorced,tertiary education,233
6683,M,69,69000.0,married,upper secondary and post-secondary non-tertiary,91
6684,F,61,119000.0,single,upper secondary and post-secondary non-tertiary,155
6685,F,85,104000.0,married,upper secondary and post-secondary non-tertiary,78
6686,F,22,32000.0,married,tertiary education,5
6687,M,64,36000.0,married,upper secondary and post-secondary non-tertiary,19
6688,F,72,87000.0,divorced,tertiary education,122
6689,F,49,52000.0,married,tertiary education,168
6690,F,52,39000.0,married,tertiary education,73
6691,M,73,110000.0,divorced,tertiary education,0
6692,M,46,76000.0,married,upper secondary and post-secondary non-tertiary,0
6693,M,80,77000.0,married,upper secondary and post-secondary non-tertiary,149
6694,M,36,39000.0,single,upper secondary and post-secondary non-tertiary,40
6695,F,64,85000.0,married,tertiary education,0
6696,M,86,59000.0,married,tertiary education,2
6697,M,40,56000.0,single,upper secondary and post-secondary non-tertiary,0
6698,M,49,62000.0,divorced,tertiary education,170
6699,F,36,51000.0,married,tertiary education,48
6700,M,29,58000.0,single,tertiary education,57
6701,M,36,60000.0,single,upper secondary and post-secondary non-tertiary,39
6702,O,39,53000.0,married,tertiary education,21
6703,F,41,55000.0,separated,tertiary education,0
6704,F,86,72000.0,married,tertiary education,94
6705,M,46,88000.0,married,tertiary education,202
6706,F,42,56000.0,single,upper secondary and post-secondary non-tertiary,36
6707,F,54,34000.0,married,upper secondary and post-secondary non-tertiary,46
6708,F,47,82000.0,married,tertiary education,176
6709,M,44,30000.0,married,tertiary education,54
6710,F,19,61000.0,separated,tertiary education,12
6711,F,42,66000.0,married,tertiary education,44
6712,M,57,97000.0,married,upper secondary and post-secondary non-tertiary,111
6713,M,61,31000.0,single,below upper secondary,83
6714,M,56,46000.0,single,below upper secondary,103
6715,M,23,47000.0,single,upper secondary and post-secondary non-tertiary,41
6716,F,54,109000.0,married,tertiary education,0
6717,F,65,70000.0,single,upper secondary and post-secondary non-tertiary,65
6718,F,75,83000.0,married,tertiary education,12
6719,M,46,70000.0,single,below upper secondary,134
6720,M,69,51000.0,divorced,tertiary education,6
6721,M,58,94000.0,married,tertiary education,30
6722,M,67,114000.0,married,tertiary education,122
6723,F,66,96000.0,married,tertiary education,86
6724,M,18,38000.0,widowed,tertiary education,4
6725,M,73,43000.0,married,tertiary education,108
6726,M,59,83000.0,married,upper secondary and post-secondary non-tertiary,0
6727,M,42,61000.0,single,upper secondary and post-secondary non-tertiary,0
6728,F,84,37000.0,married,upper secondary and post-secondary non-tertiary,0
6729,F,71,87000.0,married,upper secondary and post-secondary non-tertiary,105
6730,M,52,91000.0,married,tertiary education,84
6731,F,57,70000.0,married,tertiary education,0
6732,M,66,97000.0,married,upper secondary and post-secondary non-tertiary,0
6733,M,58,72000.0,married,upper secondary and post-secondary non-tertiary,72
6734,F,53,49000.0,single,below upper secondary,119
6735,M,49,91000.0,married,upper secondary and post-secondary non-tertiary,130
6736,F,56,55000.0,divorced,tertiary education,9
6737,F,69,88000.0,married,tertiary education,127
6738,F,69,75000.0,married,tertiary education,12
6739,M,25,61000.0,single,tertiary education,0
6740,M,55,86000.0,married,tertiary education,112
6741,M,22,48000.0,single,upper secondary and post-secondary non-tertiary,59
6742,M,28,45000.0,single,tertiary education,86
6743,F,69,81000.0,separated,tertiary education,140
6744,M,56,43000.0,married,tertiary education,41
6745,F,40,57000.0,married,upper secondary and post-secondary non-tertiary,100
6746,M,48,71000.0,separated,tertiary education,11
6747,M,29,36000.0,single,tertiary education,0
6748,F,49,82000.0,married,tertiary education,0
6749,M,61,65000.0,single,upper secondary and post-secondary non-tertiary,19
6750,F,48,55000.0,single,below upper secondary,88
6751,M,48,57000.0,single,below upper secondary,105
6752,M,53,76000.0,married,upper secondary and post-secondary non-tertiary,11
6753,M,41,76000.0,married,tertiary education,109
6754,M,42,42000.0,married,tertiary education,68
6755,F,71,71000.0,single,upper secondary and post-secondary non-tertiary,133
6756,M,57,65000.0,married,tertiary education,89
6757,M,70,39000.0,single,upper secondary and post-secondary non-tertiary,1
6758,M,58,64000.0,single,below upper secondary,57
6759,F,66,85000.0,married,tertiary education,0
6760,F,78,111000.0,single,upper secondary and post-secondary non-tertiary,0
6761,M,49,73000.0,married,tertiary education,180
6762,M,57,83000.0,married,upper secondary and post-secondary non-tertiary,138
6763,M,46,71000.0,single,upper secondary and post-secondary non-tertiary,72
6764,F,53,55000.0,married,upper secondary and post-secondary non-tertiary,4
6765,F,63,65000.0,widowed,tertiary education,30
6766,M,61,67000.0,separated,tertiary education,64
6767,M,65,50000.0,married,tertiary education,95
6768,F,32,48000.0,single,tertiary education,77
6769,F,61,75000.0,divorced,tertiary education,74
6770,M,58,69000.0,divorced,tertiary education,126
6771,M,54,69000.0,married,tertiary education,23
6772,M,61,78000.0,married,upper secondary and post-secondary non-tertiary,220
6773,M,43,31000.0,married,tertiary education,48
6774,M,46,94000.0,married,upper secondary and post-secondary non-tertiary,0
6775,M,65,74000.0,married,upper secondary and post-secondary non-tertiary,30
6776,F,72,94000.0,divorced,tertiary education,62
6777,F,49,71000.0,single,upper secondary and post-secondary non-tertiary,193
6778,M,60,91000.0,married,tertiary education,87
6779,O,73,71000.0,single,below upper secondary,70
6780,F,30,66000.0,single,below upper secondary,130
6781,M,49,68000.0,married,upper secondary and post-secondary non-tertiary,147
6782,F,63,94000.0,separated,tertiary education,0
6783,M,45,35000.0,married,tertiary education,55
6784,M,81,68000.0,married,tertiary education,0
6785,F,42,47000.0,married,tertiary education,42
6786,F,62,31000.0,married,tertiary education,20
6787,M,26,66000.0,single,tertiary education,125
6788,M,59,78000.0,married,tertiary education,308
6789,M,49,52000.0,single,upper secondary and post-secondary non-tertiary,0
6790,M,40,62000.0,single,upper secondary and post-secondary non-tertiary,92
6791,M,31,59000.0,married,tertiary education,133
6792,M,54,72000.0,single,upper secondary and post-secondary non-tertiary,58
6793,M,43,67000.0,married,tertiary education,24
6794,F,74,77000.0,married,tertiary education,212
6795,M,65,73000.0,married,tertiary education,47
6796,M,57,52000.0,single,upper secondary and post-secondary non-tertiary,31
6797,F,71,64000.0,married,tertiary education,69
6798,M,26,38000.0,single,tertiary education,19
6799,M,45,49000.0,single,below upper secondary,80
6800,M,58,63000.0,married,tertiary education,0
6801,M,49,83000.0,single,below upper secondary,23
6802,F,51,105000.0,single,upper secondary and post-secondary non-tertiary,62
6803,M,47,84000.0,married,tertiary education,146
6804,M,35,32000.0,single,below upper secondary,53
6805,M,40,49000.0,married,upper secondary and post-secondary non-tertiary,119
6806,F,64,73000.0,married,tertiary education,50
6807,M,60,71000.0,divorced,tertiary education,97
6808,M,44,66000.0,single,upper secondary and post-secondary non-tertiary,149
6809,M,61,67000.0,married,tertiary education,71
6810,M,25,37000.0,single,upper secondary and post-secondary non-tertiary,67
6811,F,51,42000.0,single,upper secondary and post-secondary non-tertiary,0
6812,F,53,100000.0,married,tertiary education,184
6813,F,46,82000.0,divorced,tertiary education,101
6814,M,83,83000.0,married,tertiary education,44
6815,F,90,57000.0,single,upper secondary and post-secondary non-tertiary,0
6816,M,41,82000.0,single,upper secondary and post-secondary non-tertiary,80
6817,F,65,39000.0,married,tertiary education,60
6818,F,58,55000.0,single,below upper secondary,69
6819,M,43,67000.0,married,upper secondary and post-secondary non-tertiary,60
6820,F,32,38000.0,married,tertiary education,78
6821,M,26,66000.0,married,tertiary education,137
6822,M,59,79000.0,single,upper secondary and post-secondary non-tertiary,12
6823,M,60,94000.0,divorced,tertiary education,76
6824,M,46,42000.0,separated,tertiary education,25
6825,F,33,37000.0,widowed,tertiary education,42
6826,F,38,60000.0,single,upper secondary and post-secondary non-tertiary,56
6827,F,27,51000.0,single,upper secondary and post-secondary non-tertiary,86
6828,F,67,66000.0,married,tertiary education,0
6829,M,25,74000.0,single,tertiary education,95
6830,M,18,52000.0,married,tertiary education,205
6831,M,56,74000.0,married,tertiary education,0
6832,M,52,94000.0,divorced,tertiary education,80
6833,F,53,96000.0,married,upper secondary and post-secondary non-tertiary,0
6834,M,25,55000.0,single,tertiary education,65
6835,M,74,61000.0,single,upper secondary and post-secondary non-tertiary,119
6836,M,34,46000.0,married,tertiary education,60
6837,M,27,45000.0,single,upper secondary and post-secondary non-tertiary,110
6838,M,57,39000.0,married,tertiary education,61
6839,M,74,63000.0,divorced,tertiary education,145
6840,M,47,41000.0,married,tertiary education,46
6841,M,71,63000.0,divorced,tertiary education,2
6842,F,64,103000.0,single,upper secondary and post-secondary non-tertiary,140
6843,F,65,95000.0,married,tertiary education,110
6844,F,62,108000.0,married,upper secondary and post-secondary non-tertiary,130
6845,M,73,84000.0,single,upper secondary and post-secondary non-tertiary,155
6846,M,38,46000.0,separated,tertiary education,12
6847,M,49,81000.0,married,upper secondary and post-secondary non-tertiary,90
6848,F,52,56000.0,married,tertiary education,13
6849,F,42,70000.0,single,upper secondary and post-secondary non-tertiary,131
6850,M,31,41000.0,married,tertiary education,13
6851,F,75,72000.0,married,tertiary education,96
6852,M,34,43000.0,single,upper secondary and post-secondary non-tertiary,0
6853,F,46,95000.0,married,tertiary education,93
6854,M,49,32000.0,married,upper secondary and post-secondary non-tertiary,43
6855,F,57,49000.0,single,upper secondary and post-secondary non-tertiary,102
6856,F,71,86000.0,married,upper secondary and post-secondary non-tertiary,123
6857,M,56,96000.0,single,below upper secondary,160
6858,F,68,59000.0,divorced,tertiary education,47
6859,F,57,92000.0,married,tertiary education,87
6860,O,77,85000.0,single,upper secondary and post-secondary non-tertiary,46
6861,F,52,81000.0,divorced,tertiary education,102
6862,M,56,71000.0,married,tertiary education,109
6863,M,59,31000.0,married,tertiary education,48
6864,F,58,41000.0,single,upper secondary and post-secondary non-tertiary,60
6865,O,21,60000.0,single,upper secondary and post-secondary non-tertiary,137
6866,M,74,55000.0,married,upper secondary and post-secondary non-tertiary,42
6867,M,77,56000.0,divorced,tertiary education,151
6868,M,62,69000.0,divorced,tertiary education,86
6869,F,63,75000.0,married,upper secondary and post-secondary non-tertiary,19
6870,F,60,42000.0,divorced,tertiary education,55
6871,F,54,102000.0,married,tertiary education,96
6872,M,57,55000.0,single,upper secondary and post-secondary non-tertiary,53
6873,F,85,38000.0,married,tertiary education,73
6874,M,51,36000.0,married,upper secondary and post-secondary non-tertiary,14
6875,M,66,61000.0,single,upper secondary and post-secondary non-tertiary,1
6876,F,59,35000.0,married,tertiary education,42
6877,M,28,68000.0,single,tertiary education,23
6878,M,40,56000.0,married,upper secondary and post-secondary non-tertiary,63
6879,F,52,88000.0,separated,tertiary education,157
6880,F,87,72000.0,married,tertiary education,0
6881,F,54,79000.0,married,tertiary education,153
6882,F,54,79000.0,single,upper secondary and post-secondary non-tertiary,117
6883,M,59,32000.0,married,upper secondary and post-secondary non-tertiary,39
6884,F,68,74000.0,married,tertiary education,0
6885,M,69,43000.0,single,upper secondary and post-secondary non-tertiary,0
6886,F,48,31000.0,separated,tertiary education,7
6887,F,42,74000.0,married,tertiary education,38
6888,M,64,67000.0,married,tertiary education,72
6889,M,60,74000.0,married,tertiary education,169
6890,M,21,31000.0,single,tertiary education,47
6891,M,54,76000.0,single,below upper secondary,43
6892,M,69,97000.0,married,tertiary education,38
6893,M,82,97000.0,married,upper secondary and post-secondary non-tertiary,230
6894,F,24,53000.0,single,upper secondary and post-secondary non-tertiary,74
6895,F,61,83000.0,single,upper secondary and post-secondary non-tertiary,168
6896,M,64,85000.0,married,upper secondary and post-secondary non-tertiary,14
6897,O,61,69000.0,single,upper secondary and post-secondary non-tertiary,86
6898,F,55,96000.0,married,upper secondary and post-secondary non-tertiary,27
6899,M,40,34000.0,single,below upper secondary,28
6900,M,65,68000.0,married,upper secondary and post-secondary non-tertiary,25
6901,M,52,60000.0,single,upper secondary and post-secondary non-tertiary,51
6902,M,65,89000.0,single,upper secondary and post-secondary non-tertiary,71
6903,M,39,61000.0,married,tertiary education,0
6904,M,73,32000.0,single,upper secondary and post-secondary non-tertiary,0
6905,F,56,80000.0,separated,tertiary education,114
6906,F,90,95000.0,married,tertiary education,107
6907,M,59,46000.0,divorced,tertiary education,8
6908,F,56,67000.0,divorced,tertiary education,31
6909,M,77,54000.0,married,tertiary education,78
6910,M,32,66000.0,married,tertiary education,152
6911,F,61,81000.0,married,tertiary education,148
6912,M,44,52000.0,divorced,tertiary education,41
6913,M,20,37000.0,single,tertiary education,40
6914,M,63,75000.0,married,tertiary education,0
6915,M,60,78000.0,single,below upper secondary,110
6916,M,21,55000.0,single,upper secondary and post-secondary non-tertiary,78
6917,F,63,90000.0,married,upper secondary and post-secondary non-tertiary,71
6918,M,83,56000.0,married,tertiary education,29
6919,F,31,33000.0,married,tertiary education,34
6920,M,22,50000.0,single,tertiary education,79
6921,M,24,62000.0,single,tertiary education,88
6922,M,35,46000.0,married,tertiary education,112
6923,M,45,92000.0,divorced,tertiary education,72
6924,F,40,84000.0,married,tertiary education,95
6925,F,69,110000.0,divorced,tertiary education,203
6926,M,78,117000.0,married,upper secondary and post-secondary non-tertiary,98
6927,F,40,84000.0,married,tertiary education,150
6928,M,20,33000.0,single,tertiary education,51
6929,M,46,51000.0,married,tertiary education,82
6930,M,46,95000.0,married,upper secondary and post-secondary non-tertiary,33
6931,M,27,56000.0,single,upper secondary and post-secondary non-tertiary,145
6932,M,78,85000.0,single,below upper secondary,0
6933,M,75,51000.0,married,upper secondary and post-secondary non-tertiary,42
6934,M,68,100000.0,single,upper secondary and post-secondary non-tertiary,194
6935,M,35,73000.0,married,tertiary education,0
6936,F,60,84000.0,single,upper secondary and post-secondary non-tertiary,183
6937,M,23,32000.0,single,tertiary education,2
6938,M,67,67000.0,separated,tertiary education,0
6939,M,58,31000.0,single,below upper secondary,70
6940,F,74,91000.0,married,upper secondary and post-secondary non-tertiary,45
6941,M,77,83000.0,single,below upper secondary,5
6942,F,22,63000.0,single,below upper secondary,151
6943,M,57,77000.0,single,upper secondary and post-secondary non-tertiary,0
6944,M,49,33000.0,single,below upper secondary,15
6945,F,63,118000.0,married,upper secondary and post-secondary non-tertiary,135
6946,M,54,69000.0,married,upper secondary and post-secondary non-tertiary,24
6947,M,31,46000.0,single,upper secondary and post-secondary non-tertiary,25
6948,M,64,40000.0,single,below upper secondary,104
6949,M,67,73000.0,married,tertiary education,211
6950,M,48,110000.0,single,upper secondary and post-secondary non-tertiary,252
6951,M,52,65000.0,divorced,tertiary education,20
6952,F,54,60000.0,married,tertiary education,57
6953,M,61,99000.0,married,upper secondary and post-secondary non-tertiary,103
6954,M,37,40000.0,single,below upper secondary,42
6955,M,37,68000.0,married,tertiary education,75
6956,F,55,53000.0,single,upper secondary and post-secondary non-tertiary,62
6957,M,19,34000.0,single,upper secondary and post-secondary non-tertiary,41
6958,M,24,63000.0,single,tertiary education,126
6959,M,50,68000.0,divorced,tertiary education,147
6960,F,48,66000.0,divorced,tertiary education,202
6961,M,61,31000.0,married,tertiary education,0
6962,M,77,94000.0,married,tertiary education,148
6963,F,41,73000.0,single,below upper secondary,0
6964,F,69,89000.0,married,tertiary education,5
6965,F,63,54000.0,married,upper secondary and post-secondary non-tertiary,137
6966,F,48,49000.0,married,upper secondary and post-secondary non-tertiary,41
6967,F,79,95000.0,divorced,tertiary education,46
6968,F,49,57000.0,married,tertiary education,47
6969,F,24,42000.0,single,upper secondary and post-secondary non-tertiary,66
6970,F,74,101000.0,married,tertiary education,176
6971,F,50,70000.0,married,tertiary education,0
6972,M,52,69000.0,married,upper secondary and post-secondary non-tertiary,88
6973,M,57,53000.0,divorced,tertiary education,8
6974,M,62,45000.0,married,tertiary education,24
6975,M,44,34000.0,single,upper secondary and post-secondary non-tertiary,9
6976,M,59,47000.0,married,tertiary education,118
6977,M,29,49000.0,single,upper secondary and post-secondary non-tertiary,31
6978,M,30,47000.0,single,upper secondary and post-secondary non-tertiary,0
6979,F,82,84000.0,married,tertiary education,102
6980,M,55,57000.0,married,tertiary education,97
6981,F,30,32000.0,single,upper secondary and post-secondary non-tertiary,73
6982,F,72,66000.0,married,tertiary education,51
6983,M,25,34000.0,single,tertiary education,21
6984,F,55,97000.0,married,tertiary education,187
6985,M,82,102000.0,married,tertiary education,0
6986,M,65,78000.0,married,tertiary education,145
6987,M,70,100000.0,married,tertiary education,135
6988,M,93,60000.0,single,upper secondary and post-secondary non-tertiary,92
6989,M,71,84000.0,single,below upper secondary,133
6990,F,80,84000.0,single,upper secondary and post-secondary non-tertiary,8
6991,M,77,87000.0,married,tertiary education,104
6992,M,51,101000.0,married,tertiary education,0
6993,F,67,79000.0,married,tertiary education,163
6994,M,63,86000.0,single,upper secondary and post-secondary non-tertiary,35
6995,M,21,37000.0,single,upper secondary and post-secondary non-tertiary,82
6996,F,55,108000.0,single,below upper secondary,139
6997,M,60,67000.0,divorced,tertiary education,0
6998,M,74,76000.0,divorced,tertiary education,0
6999,F,66,92000.0,married,tertiary education,9
7000,M,63,61000.0,married,upper secondary and post-secondary non-tertiary,29
7001,F,80,99000.0,single,upper secondary and post-secondary non-tertiary,140
7002,F,43,56000.0,married,tertiary education,0
7003,F,60,32000.0,married,tertiary education,0
7004,M,28,59000.0,single,upper secondary and post-secondary non-tertiary,39
7005,M,65,105000.0,married,upper secondary and post-secondary non-tertiary,262
7006,M,76,59000.0,married,upper secondary and post-secondary non-tertiary,43
7007,M,86,56000.0,married,tertiary education,47
7008,F,57,39000.0,married,tertiary education,0
7009,M,58,84000.0,married,upper secondary and post-secondary non-tertiary,76
7010,M,63,73000.0,divorced,tertiary education,0
7011,F,81,74000.0,divorced,tertiary education,131
7012,M,24,60000.0,single,tertiary education,190
7013,M,57,85000.0,divorced,tertiary education,134
7014,F,48,53000.0,single,below upper secondary,0
7015,M,38,67000.0,single,upper secondary and post-secondary non-tertiary,110
7016,F,41,80000.0,single,upper secondary and post-secondary non-tertiary,10
7017,M,70,114000.0,divorced,tertiary education,77
7018,F,52,83000.0,married,upper secondary and post-secondary non-tertiary,94
7019,F,52,90000.0,divorced,tertiary education,202
7020,M,50,98000.0,single,below upper secondary,108
7021,M,27,32000.0,married,tertiary education,51
7022,F,59,90000.0,divorced,tertiary education,95
7023,F,60,87000.0,married,upper secondary and post-secondary non-tertiary,140
7024,M,33,33000.0,married,tertiary education,29
7025,O,92,97000.0,married,tertiary education,216
7026,F,57,91000.0,married,tertiary education,0
7027,M,29,64000.0,single,upper secondary and post-secondary non-tertiary,15
7028,F,64,44000.0,widowed,tertiary education,0
7029,M,49,88000.0,married,upper secondary and post-secondary non-tertiary,26
7030,F,29,59000.0,single,upper secondary and post-secondary non-tertiary,1
7031,M,68,92000.0,married,upper secondary and post-secondary non-tertiary,137
7032,F,64,108000.0,divorced,tertiary education,37
7033,M,51,33000.0,married,tertiary education,31
7034,M,58,74000.0,married,tertiary education,34
7035,M,52,69000.0,married,tertiary education,16
7036,O,70,41000.0,divorced,tertiary education,45
7037,F,50,44000.0,single,below upper secondary,0
7038,M,63,48000.0,married,upper secondary and post-secondary non-tertiary,0
7039,M,66,42000.0,single,below upper secondary,0
7040,M,37,32000.0,single,below upper secondary,9
7041,M,42,32000.0,married,tertiary education,29
7042,M,22,36000.0,single,tertiary education,77
7043,F,72,109000.0,single,upper secondary and post-secondary non-tertiary,17
7044,M,44,63000.0,married,tertiary education,162
7045,M,22,72000.0,single,upper secondary and post-secondary non-tertiary,62
7046,M,25,67000.0,single,upper secondary and post-secondary non-tertiary,96
7047,M,65,45000.0,single,upper secondary and post-secondary non-tertiary,52
7048,F,67,51000.0,married,tertiary education,80
7049,M,53,66000.0,divorced,tertiary education,186
7050,M,83,76000.0,married,tertiary education,183
7051,F,88,68000.0,married,tertiary education,1
7052,M,48,54000.0,divorced,tertiary education,31
7053,F,70,117000.0,divorced,tertiary education,167
7054,M,56,55000.0,married,upper secondary and post-secondary non-tertiary,0
7055,M,66,46000.0,married,tertiary education,63
